f3d0152effcac13749e9a5f1b86d870e	gi|444304091|ref|NR_074515.1|	99.130	460	4	0	1	460	350	809	0.0	828	435590
f3d0152effcac13749e9a5f1b86d870e	gi|631251748|ref|NR_112946.1|	99.130	460	4	0	1	460	339	798	0.0	828	821
f3d0152effcac13749e9a5f1b86d870e	gi|631250946|ref|NR_112143.1|	98.913	460	5	0	1	460	307	766	0.0	822	821
f3d0152effcac13749e9a5f1b86d870e	gi|343200664|ref|NR_041351.1|	98.696	460	6	0	1	460	341	800	0.0	817	357276
f3d0152effcac13749e9a5f1b86d870e	gi|631251997|ref|NR_113195.1|	93.696	460	29	0	1	460	338	797	0.0	689	1236515
f3d0152effcac13749e9a5f1b86d870e	gi|631251866|ref|NR_113064.1|	93.478	460	30	0	1	460	338	797	0.0	684	1236538
f3d0152effcac13749e9a5f1b86d870e	gi|631251817|ref|NR_113015.1|	93.478	460	30	0	1	460	338	797	0.0	684	1236538
f3d0152effcac13749e9a5f1b86d870e	gi|645320081|ref|NR_117373.1|	93.478	460	30	0	1	460	289	748	0.0	684	1236515
f3d0152effcac13749e9a5f1b86d870e	gi|2363082547|ref|NR_179520.1|	93.261	460	31	0	1	460	314	773	0.0	678	1841855
f3d0152effcac13749e9a5f1b86d870e	gi|2363085522|ref|NR_181010.1|	93.043	460	32	0	1	460	297	756	0.0	673	2786956
82a6129f7d5ac09d333e4d621e37f484	gi|636559243|ref|NR_115300.1|	99.348	460	3	0	1	460	314	773	0.0	833	679935
82a6129f7d5ac09d333e4d621e37f484	gi|631251952|ref|NR_113150.1|	99.130	460	4	0	1	460	334	793	0.0	828	214856
82a6129f7d5ac09d333e4d621e37f484	gi|507148137|ref|NR_102944.1|	98.913	460	5	0	1	460	334	793	0.0	822	214856
82a6129f7d5ac09d333e4d621e37f484	gi|343198609|ref|NR_043064.1|	98.913	460	5	0	1	460	314	773	0.0	822	214856
82a6129f7d5ac09d333e4d621e37f484	gi|631251955|ref|NR_113153.1|	97.609	460	11	0	1	460	334	793	0.0	789	328814
82a6129f7d5ac09d333e4d621e37f484	gi|343202834|ref|NR_043319.1|	97.391	460	12	0	1	460	323	782	0.0	785	717959
82a6129f7d5ac09d333e4d621e37f484	gi|507148054|ref|NR_102861.1|	97.391	460	12	0	1	460	334	793	0.0	784	717959
82a6129f7d5ac09d333e4d621e37f484	gi|631251953|ref|NR_113151.1|	96.739	460	15	0	1	460	338	797	0.0	767	328813
82a6129f7d5ac09d333e4d621e37f484	gi|343202833|ref|NR_043318.1|	96.739	460	15	0	1	460	324	783	0.0	767	328813
82a6129f7d5ac09d333e4d621e37f484	gi|672239000|ref|NR_125589.1|	96.522	460	16	0	1	460	269	728	0.0	761	1033731
f029e37dcd33cd91f2e26453ffb15d8a	gi|444304091|ref|NR_074515.1|	99.348	460	3	0	1	460	350	809	0.0	833	435590
f029e37dcd33cd91f2e26453ffb15d8a	gi|631251748|ref|NR_112946.1|	99.348	460	3	0	1	460	339	798	0.0	833	821
f029e37dcd33cd91f2e26453ffb15d8a	gi|631250946|ref|NR_112143.1|	99.130	460	4	0	1	460	307	766	0.0	828	821
