5a5f6efde84ca8adaf76504fefab174d	gi|343200190|ref|NR_040877.1|	98.710	465	6	0	3	467	338	802	0.0	828	537011
5a5f6efde84ca8adaf76504fefab174d	gi|631252213|ref|NR_113411.1|	98.710	465	6	0	3	467	338	802	0.0	826	537011
5a5f6efde84ca8adaf76504fefab174d	gi|2363084409|ref|NR_180452.1|	97.849	465	10	0	3	467	318	782	0.0	804	2518605
5a5f6efde84ca8adaf76504fefab174d	gi|631251907|ref|NR_113105.1|	93.991	466	26	2	3	467	326	790	0.0	704	470565
5a5f6efde84ca8adaf76504fefab174d	gi|343199048|ref|NR_044407.1|	93.991	466	26	2	3	467	318	782	0.0	704	470565
5a5f6efde84ca8adaf76504fefab174d	gi|2221405403|ref|NR_175509.1|	93.562	466	28	2	3	467	338	802	0.0	693	2608404
5a5f6efde84ca8adaf76504fefab174d	gi|566085557|ref|NR_109628.1|	93.562	466	28	2	3	467	319	783	0.0	693	1177574
5a5f6efde84ca8adaf76504fefab174d	gi|631253107|ref|NR_114305.1|	93.562	466	28	2	3	467	338	802	0.0	693	1236518
5a5f6efde84ca8adaf76504fefab174d	gi|636560666|ref|NR_116726.1|	93.562	466	28	2	3	467	318	782	0.0	693	1236518
5a5f6efde84ca8adaf76504fefab174d	gi|631251926|ref|NR_113124.1|	93.133	466	30	2	3	467	338	802	0.0	682	28137
8fa9c77ddac47de8abaae5b4570f1ee7	gi|631252213|ref|NR_113411.1|	98.925	465	5	0	3	467	338	802	0.0	832	537011
8fa9c77ddac47de8abaae5b4570f1ee7	gi|343200190|ref|NR_040877.1|	98.710	465	6	0	3	467	338	802	0.0	828	537011
8fa9c77ddac47de8abaae5b4570f1ee7	gi|2363084409|ref|NR_180452.1|	98.065	465	9	0	3	467	318	782	0.0	809	2518605
8fa9c77ddac47de8abaae5b4570f1ee7	gi|631251907|ref|NR_113105.1|	94.421	466	24	2	3	467	326	790	0.0	715	470565
8fa9c77ddac47de8abaae5b4570f1ee7	gi|343199048|ref|NR_044407.1|	94.421	466	24	2	3	467	318	782	0.0	715	470565
8fa9c77ddac47de8abaae5b4570f1ee7	gi|566085557|ref|NR_109628.1|	93.991	466	26	2	3	467	319	783	0.0	704	1177574
8fa9c77ddac47de8abaae5b4570f1ee7	gi|631251926|ref|NR_113124.1|	93.562	466	28	2	3	467	338	802	0.0	693	28137
8fa9c77ddac47de8abaae5b4570f1ee7	gi|631251894|ref|NR_113092.1|	93.562	466	28	2	3	467	326	790	0.0	693	77768
8fa9c77ddac47de8abaae5b4570f1ee7	gi|636559270|ref|NR_115327.1|	93.562	466	28	2	3	467	318	782	0.0	693	28137
8fa9c77ddac47de8abaae5b4570f1ee7	gi|219878161|ref|NR_025300.1|	93.562	466	28	2	3	467	338	802	0.0	693	77768
1785fa43ba730bef387d4e3fc8483abc	gi|343200190|ref|NR_040877.1|	97.634	465	11	0	3	467	338	802	0.0	800	537011
1785fa43ba730bef387d4e3fc8483abc	gi|631252213|ref|NR_113411.1|	97.634	465	11	0	3	467	338	802	0.0	798	537011
1785fa43ba730bef387d4e3fc8483abc	gi|2363084409|ref|NR_180452.1|	96.774	465	15	0	3	467	318	782	0.0	776	2518605
1785fa43ba730bef387d4e3fc8483abc	gi|631253107|ref|NR_114305.1|	93.548	465	30	0	3	467	338	802	0.0	693	1236518
1785fa43ba730bef387d4e3fc8483abc	gi|636560666|ref|NR_116726.1|	93.548	465	30	0	3	467	318	782	0.0	693	1236518
1785fa43ba730bef387d4e3fc8483abc	gi|631251922|ref|NR_113120.1|	93.362	467	27	4	3	467	336	800	0.0	688	28136
1785fa43ba730bef387d4e3fc8483abc	gi|265678842|ref|NR_029147.1|	93.133	466	30	2	3	467	341	805	0.0	682	28136
1785fa43ba730bef387d4e3fc8483abc	gi|507148088|ref|NR_102895.1|	92.903	465	33	0	3	467	346	810	0.0	676	553174
